"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Estrela do Norte","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B+","B+","B","C+","A","C","C","B","R$ 13,539,296.24","R$ 14,027,146.88","2654"
"Estrela do Norte","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B","A","B+","B","B+","B","C+","B+","R$ 12,869,397.20","R$ 13,627,008.80","2655"
"Estrela do Norte","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B+","B","B","C+","C","C","B","R$ 15,614,628.16","R$ 17,102,879.23","2656"
"Euclides da Cunha Paulista","Região Administrativa de Presidente Prudente","2015","Pequeno","B","B+","B","C+","B+","C","C","B","R$ 24,166,280.10","R$ 26,054,354.95","9500"
"Euclides da Cunha Paulista","Região Administrativa de Presidente Prudente","2017","Pequeno","C+","B+","C","C","C","C","C","C+","R$ 25,620,081.05","R$ 26,471,533.19","9559"
"Euclides da Cunha Paulista","Região Administrativa de Presidente Prudente","2016","Pequeno","C+","B","C+","B","B+","C","C","C+","R$ 28,759,888.39","R$ 31,036,507.44","9507"
"Euclides da Cunha Paulista","Região Administrativa de Presidente Prudente","2014","Pequeno","B","B+","B+","B+","B","C+","C","B+","R$ 25,142,792.20","R$ 25,827,209.57","9517"
"Fartura","Região Administrativa de Itapeva","2017","Pequeno","C+","B","C","B+","B","C","B","C+","R$ 45,362,364.97","R$ 43,959,597.44","16028"
"Fartura","Região Administrativa de Itapeva","2016","Pequeno","B","B","C+","B+","B+","C","B","B","R$ 42,233,700.15","R$ 41,146,697.54","15497"
"Fartura","Região Administrativa de Itapeva","2014","Pequeno","A","B+","B","B+","B","C+","B","B+","R$ 38,136,084.61","R$ 39,349,717.45","15432"
"Fartura","Região Administrativa de Itapeva","2015","Pequeno","B","B","C","B","B","C+","B","B","R$ 37,665,400.99","R$ 38,918,426.34","15461"
"Fernando Prestes","Região Administrativa Central","2015","Pequeno","B","B+","C","B+","B+","B","C+","B","R$ 18,663,117.07","R$ 18,106,580.50","5561"
"Fernando Prestes","Região Administrativa Central","2016","Pequeno","B+","B+","B","B+","B+","C","C+","B","R$ 19,819,518.04","R$ 19,617,410.12","5563"
"Fernando Prestes","Região Administrativa Central","2014","Pequeno","B","B+","B","B","B","C","B","B","R$ 18,627,615.81","R$ 19,192,494.82","5556"
"Fernando Prestes","Região Administrativa Central","2017","Pequeno","C","B","C","B+","B","C+","B","C+","R$ 20,078,751.67","R$ 19,679,363.07","5782"
"Fernandópolis","Região Administrativa de São José do Rio Preto","2017","Médio","C","B+","C","B","B+","B+","C+","C+","R$ 184,477,147.76","R$ 174,683,389.65","68670"
"Fernandópolis","Região Administrativa de São José do Rio Preto","2016","Médio","C+","A","C","B+","A","B","B","B","R$ 180,502,920.44","R$ 175,086,134.85","65663"
"Fernandópolis","Região Administrativa de São José do Rio Preto","2014","Médio","B+","A","C","B","B+","A","B","B","R$ 151,131,176.02","R$ 142,535,929.95","65375"
"Fernandópolis","Região Administrativa de São José do Rio Preto","2015","Médio","B+","A","C","B+","A","B+","B","B","R$ 163,626,247.31","R$ 155,702,248.80","65552"
"Fernão","Região Administrativa de Marília","2015","Muito Pequeno","A","B+","C","B","A","B+","C+","B","R$ 13,014,799.11","R$ 10,763,551.90","1604"
"Fernão","Região Administrativa de Marília","2014","Muito Pequeno","A","B+","C+","B+","A","C","B+","B+","R$ 12,552,406.93","R$ 13,025,841.37","1596"
"Fernão","Região Administrativa de Marília","2017","Muito Pequeno","C","B+","C","C+","A","C","B","C+","R$ 14,489,804.94","R$ 11,484,037.55","1691"
"Fernão","Região Administrativa de Marília","2016","Muito Pequeno","C+","B+","C+","B+","A","C+","B+","B","R$ 14,718,464.59","R$ 11,196,545.51","1613"
"Ferraz de Vasconcelos","Região Metropolitana de São Paulo","2014","Médio","A","B+","C","B","C+","B+","B","B","R$ 254,795,548.94","R$ 271,049,273.20","178160"
"Ferraz de Vasconcelos","Região Metropolitana de São Paulo","2017","Médio","C+","B","C","C+","C","B","B","C+","R$ 298,867,328.94","R$ 277,688,335.74","188868"
"Ferraz de Vasconcelos","Região Metropolitana de São Paulo","2015","Médio","B","C","C","B","C","B","C","C+","R$ 274,534,090.97","R$ 312,733,594.50","180775"
"Ferraz de Vasconcelos","Região Metropolitana de São Paulo","2016","Médio","B","B+","C","B","C","B","C","B","R$ 288,186,249.72","R$ 318,360,212.69","183163"
"Flora Rica","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","B","B+","C+","C","B+","B","C","C+","R$ 11,987,358.56","R$ 12,147,195.62","1571"
"Flora Rica","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B","B","C+","B+","B+","C","B","R$ 12,209,473.53","R$ 12,371,749.64","1641"
"Flora Rica","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B","B+","B","C+","B","C","C","B","R$ 10,967,169.89","R$ 11,420,106.46","1654"
"Flora Rica","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","B+","B","B","B+","A","C","B","R$ 11,201,283.66","R$ 10,844,415.51","1674"
"Floreal","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B+","B","C+","B","B+","C+","B","R$ 17,724,581.62","R$ 17,439,960.57","2982"
"Floreal","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","B+","B","B+","B+","A","C","B+","R$ 19,747,316.48","R$ 16,045,513.27","2912"
"Floreal","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","A","B+","B+","B","C+","A","C","B+","R$ 17,032,212.95","R$ 15,805,347.41","2926"
"Floreal","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","B","B","B","B","C","C","B","R$ 17,667,153.34","R$ 15,790,096.15","2942"
"Florínia","Região Administrativa de Marília","2017","Muito Pequeno","B","B","C","C+","C+","C","C+","C+","R$ 16,565,572.39","R$ 16,583,399.20","2758"
"Florínia","Região Administrativa de Marília","2016","Muito Pequeno","C","B","C+","B","C","C","C","C+","R$ 16,889,147.27","R$ 16,734,026.00","2740"
"Florínia","Região Administrativa de Marília","2014","Muito Pequeno","B+","C+","B","B+","B+","A","C","B","R$ 18,159,970.02","R$ 17,862,447.51","2766"
"Florínia","Região Administrativa de Marília","2015","Muito Pequeno","B","B","C","B","C+","C","C","B","R$ 17,722,172.17","R$ 18,842,197.56","2750"
"Flórida Paulista","Região Administrativa de Presidente Prudente","2016","Pequeno","B","B","B+","B","B","C","C","B","R$ 32,271,080.83","R$ 32,409,958.15","12380"
"Flórida Paulista","Região Administrativa de Presidente Prudente","2017","Pequeno","C+","C+","C","B","B","C","C","C","R$ 32,182,186.65","R$ 31,874,572.03","14282"
"Flórida Paulista","Região Administrativa de Presidente Prudente","2015","Pequeno","B","B+","B+","B","A","C+","C","B","R$ 30,721,324.72","R$ 33,729,657.77","12447"
"Flórida Paulista","Região Administrativa de Presidente Prudente","2014","Pequeno","B","A","C","B+","B+","C","C","B","R$ 32,315,751.74","R$ 30,349,417.35","12522"
"Franca","Região Administrativa de Franca","2014","Grande","B+","B+","C","B+","B+","A","B","B","R$ 537,281,871.43","R$ 518,641,690.94","328640"
"Franca","Região Administrativa de Franca","2016","Grande","B+","B+","C","B","B+","C","B+","B","R$ 635,312,423.71","R$ 668,366,962.48","333405"
"Franca","Região Administrativa de Franca","2017","Grande","B","B+","C","B","B+","A","B+","B","R$ 666,426,917.06","R$ 693,764,867.69","347237"
"Franca","Região Administrativa de Franca","2015","Grande","B+","B+","C","B+","B","B+","B","B","R$ 600,912,557.50","R$ 586,051,514.59","331259"
"Francisco Morato","Região Metropolitana de São Paulo","2017","Médio","C","B","B","B","C","B+","C+","B","R$ 302,919,693.10","R$ 283,061,882.22","171602"
"Francisco Morato","Região Metropolitana de São Paulo","2014","Médio","B+","B+","B","B","C","A","B+","B","R$ 255,432,871.44","R$ 266,027,670.02","162055"
"Francisco Morato","Região Metropolitana de São Paulo","2015","Médio","B+","B+","C","B","C","C+","B","B","R$ 275,523,920.03","R$ 274,340,034.95","164058"
"Francisco Morato","Região Metropolitana de São Paulo","2016","Médio","B","B+","C+","B+","B","A","B","B","R$ 310,765,849.12","R$ 278,560,505.99","166077"
"Franco da Rocha","Região Metropolitana de São Paulo","2015","Médio","B","B+","C","B+","B+","A","B+","B","R$ 287,485,802.25","R$ 257,810,005.54","142214"
"Franco da Rocha","Região Metropolitana de São Paulo","2017","Médio","C+","B","C","B+","C","B+","B","C+","R$ 300,615,527.92","R$ 283,285,640.64","149502"
"Franco da Rocha","Região Metropolitana de São Paulo","2016","Médio","B","B","C+","B+","C+","B+","C+","B","R$ 312,033,480.04","R$ 290,144,082.01","144159"
"Franco da Rocha","Região Metropolitana de São Paulo","2014","Médio","A","A","C","B+","B+","A","B+","B+","R$ 236,634,446.63","R$ 227,329,479.53","139981"
"Gabriel Monteiro","Região Administrativa de Araçatuba","2017","Muito Pequeno","C+","B+","B","B+","B+","C","C+","B","R$ 13,630,447.82","R$ 13,892,269.20","2791"
"Gabriel Monteiro","Região Administrativa de Araçatuba","2015","Muito Pequeno","B+","B+","B","B","B+","C+","C","B+","R$ 11,855,973.32","R$ 12,130,416.37","2702"
"Gabriel Monteiro","Região Administrativa de Araçatuba","2016","Muito Pequeno","B","A","B","B","B+","B+","C","B+","R$ 13,005,989.27","R$ 12,492,719.57","2698"
"Gabriel Monteiro","Região Administrativa de Araçatuba","2014","Muito Pequeno","B+","B","A","A","B+","C+","C","B+","R$ 12,386,136.66","R$ 12,458,890.27","2703"
"Garça","Região Administrativa de Marília","2017","Médio","B","B","C","B","C+","C","B","C+","R$ 144,083,834.56","R$ 136,606,836.84","44582"
"Garça","Região Administrativa de Marília","2015","Médio","B+","B+","C","B","C","C","B","B","R$ 135,798,440.44","R$ 134,571,665.07","42769"
"Garça","Região Administrativa de Marília","2014","Médio","A","A","C","B","C+","C+","B","B","R$ 123,044,043.21","R$ 112,099,016.58","42838"
"Garça","Região Administrativa de Marília","2016","Médio","B","B+","C","B","C","C","B","C+","R$ 150,667,712.84","R$ 122,258,087.96","42712"
"Gastão Vidigal","Região Administrativa de Araçatuba","2015","Muito Pequeno","B","B+","B+","B+","B","C","B","B","R$ 15,633,298.79","R$ 13,739,543.28","4513"
"Gastão Vidigal","Região Administrativa de Araçatuba","2014","Muito Pequeno","B+","B+","A","B","B+","C","B","B+","R$ 15,902,252.93","R$ 13,924,916.48","4446"
"Gastão Vidigal","Região Administrativa de Araçatuba","2017","Muito Pequeno","B","B+","C","B","B","C","C","C+","R$ 16,067,946.08","R$ 15,221,793.47","4683"
"Gastão Vidigal","Região Administrativa de Araçatuba","2016","Muito Pequeno","B","B+","B+","B+","B+","C","C+","B","R$ 17,039,182.24","R$ 14,468,149.37","4563"
"Gavião Peixoto","Região Administrativa Central","2014","Muito Pequeno","C+","B","B","B+","C","C","C+","B","R$ 28,258,598.73","R$ 27,499,301.37","4496"
"Gavião Peixoto","Região Administrativa Central","2015","Muito Pequeno","B","B","C","B","C","C","C","C+","R$ 25,038,621.43","R$ 23,978,245.02","4516"
"Gavião Peixoto","Região Administrativa Central","2016","Muito Pequeno","B+","B+","C","C+","C","C","C","C+","R$ 33,170,326.88","R$ 28,839,997.03","4535"
"Gavião Peixoto","Região Administrativa Central","2017","Muito Pequeno","B","B","C","B","B+","A","B","B","R$ 43,501,783.09","R$ 37,048,958.02","4739"
"General Salgado","Região Administrativa de Araçatuba","2014","Pequeno","B","B+","A","B","C+","B","C","B","R$ 32,198,414.79","R$ 36,312,491.14","10683"
"General Salgado","Região Administrativa de Araçatuba","2017","Pequeno","C","C+","C","C","C","C+","C","C","R$ 37,545,775.00","R$ 44,198,692.02","10951"
"General Salgado","Região Administrativa de Araçatuba","2015","Pequeno","C+","B+","B+","B+","C","C+","C","B","R$ 34,526,790.69","R$ 37,093,363.56","10686"
"General Salgado","Região Administrativa de Araçatuba","2016","Pequeno","C+","B","C+","B+","C","C+","C","C+","R$ 38,796,903.41","R$ 40,490,964.83","10679"
"Getulina","Região Administrativa de Bauru","2016","Pequeno","B","B","B+","B+","C+","B+","C","B","R$ 26,442,618.85","R$ 24,945,764.69","10807"
"Getulina","Região Administrativa de Bauru","2015","Pequeno","B","B+","B","B+","B+","C+","C+","B","R$ 25,604,137.69","R$ 25,270,642.27","10797"
"Getulina","Região Administrativa de Bauru","2014","Pequeno","B+","B+","A","B+","B","B","C+","B+","R$ 25,086,106.24","R$ 27,055,027.26","10790"
"Getulina","Região Administrativa de Bauru","2017","Pequeno","B","B","C+","B","B","B","C","B","R$ 27,909,021.60","R$ 27,480,555.68","11362"
"Glicério","Região Administrativa de Araçatuba","2016","Muito Pequeno","B+","B+","B","B","B","C","C","B","R$ 19,342,843.55","R$ 19,217,414.80","4681"
"Glicério","Região Administrativa de Araçatuba","2015","Muito Pequeno","B","B","B","B","B+","C","C","B","R$ 17,567,869.20","R$ 17,548,940.08","4664"
"Glicério","Região Administrativa de Araçatuba","2014","Muito Pequeno","B+","B+","C+","B","B","C","C","B","R$ 17,795,381.07","R$ 17,484,513.89","4643"
"Glicério","Região Administrativa de Araçatuba","2017","Muito Pequeno","B","B","C+","B","B","C","C","B","R$ 18,764,263.92","R$ 18,582,377.54","4800"
"Guaimbê","Região Administrativa de Bauru","2017","Pequeno","C+","B","C+","C+","C+","C","C+","C+","R$ 21,601,959.47","R$ 19,913,219.91","5737"
"Guaimbê","Região Administrativa de Bauru","2015","Pequeno","B","B+","B","B","C","C","C+","B","R$ 19,472,937.67","R$ 18,687,929.07","5466"
"Guaimbê","Região Administrativa de Bauru","2014","Pequeno","B+","B+","B+","B","C","C","B","B","R$ 19,501,329.26","R$ 19,214,111.55","5457"
"Guaimbê","Região Administrativa de Bauru","2016","Pequeno","B","B+","B","B+","B+","C","C+","B","R$ 21,651,277.04","R$ 18,714,363.16","5479"
"Guaiçara","Região Administrativa de Bauru","2016","Pequeno","B","C+","C","B","B","B","C+","C","R$ 27,219,962.06","R$ 28,250,814.22","11454"
"Guaiçara","Região Administrativa de Bauru","2014","Pequeno","B","B","B","B+","A","B","C+","B","R$ 26,541,191.90","R$ 26,881,996.13","11195"
"Guaiçara","Região Administrativa de Bauru","2015","Pequeno","B","C+","B","B","A","B","C","C","R$ 27,571,888.82","R$ 29,275,507.90","11334"
"Guaiçara","Região Administrativa de Bauru","2017","Pequeno","C+","C+","C","B","B","B","C+","C","R$ 30,148,791.98","R$ 29,777,619.06","11869"
"Guapiara","Região Administrativa de Itapeva","2015","Pequeno","B+","B+","C","B+","C+","A","B","B","R$ 40,804,194.32","R$ 40,126,343.94","17690"
"Guapiara","Região Administrativa de Itapeva","2014","Pequeno","B+","B+","C","B+","C","C","C","B","R$ 39,949,756.42","R$ 40,891,518.81","17754"
"Guapiara","Região Administrativa de Itapeva","2017","Pequeno","B","C","C","B","C+","B","B","C+","R$ 45,493,110.61","R$ 46,057,063.45","17640"
"Guapiara","Região Administrativa de Itapeva","2016","Pequeno","B+","B","C","B+","C","B+","C","B","R$ 43,152,196.17","R$ 41,592,308.77","17707"
"Guapiaçu","Região Administrativa de São José do Rio Preto","2017","Médio","C+","B+","C","B","C+","C","B","C+","R$ 70,587,147.09","R$ 61,872,929.47","20637"
"Guapiaçu","Região Administrativa de São José do Rio Preto","2014","Pequeno","A","B+","C","B+","B","C","B","B","R$ 54,304,439.89","R$ 71,123,101.62","19146"
"Guapiaçu","Região Administrativa de São José do Rio Preto","2016","Pequeno","A","B+","C","B+","B","C","C","B","R$ 68,389,324.95","R$ 54,775,206.08","19753"
"Guapiaçu","Região Administrativa de São José do Rio Preto","2015","Pequeno","B+","B+","C","B+","B","C","C+","B","R$ 60,584,238.04","R$ 53,391,363.97","19489"
"Guaraci","Região Administrativa de Barretos","2017","Pequeno","C","C","C","C+","C","C","C+","C","R$ 48,421,657.66","R$ 47,172,145.91","10964"
"Guaraci","Região Administrativa de Barretos","2016","Pequeno","C+","B","C+","B+","C+","C","C","B","R$ 46,595,163.98","R$ 43,878,326.59","10589"
"Guaraci","Região Administrativa de Barretos","2015","Pequeno","C+","B","B+","B+","C","C","C","B","R$ 48,710,341.48","R$ 47,701,803.00","10494"
"Guaraci","Região Administrativa de Barretos","2014","Pequeno","A","B+","B+","B+","C","C","B","B+","R$ 49,966,145.42","R$ 47,330,219.48","10386"
"Guarani d'Oeste","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C","B+","B","B+","B","C","C","B","R$ 12,530,721.72","R$ 11,610,598.37","2017"
"Guarani d'Oeste","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","A","B+","A","B","B","C","C+","B+","R$ 11,413,635.17","R$ 10,985,734.94","1952"
"Guarani d'Oeste","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C","A","A","B","B","C","C","B","R$ 10,303,397.12","R$ 11,681,315.85","1947"
"Guarani d'Oeste","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C","A","B+","B","B","C","C","B","R$ 12,125,892.63","R$ 11,106,548.22","1942"
"Guarantã","Região Administrativa de Bauru","2016","Pequeno","C+","B+","C","B","C+","C","C","C+","R$ 19,883,199.40","R$ 19,177,700.87","6445"
"Guarantã","Região Administrativa de Bauru","2015","Pequeno","C","B+","C","B","C","C","C","C+","R$ 17,572,829.23","R$ 19,312,662.22","6436"
"Guarantã","Região Administrativa de Bauru","2014","Pequeno","B","B+","C+","B+","B+","C","C","B","R$ 19,490,748.93","R$ 19,500,807.91","6430"
"Guarantã","Região Administrativa de Bauru","2017","Pequeno","C","B","C","B","C","C","C+","C","R$ 20,129,130.42","R$ 18,916,665.53","6672"
"Guararapes","Região Administrativa de Araçatuba","2017","Médio","C+","C+","C","C+","C+","C","B","C+","R$ 83,991,780.99","R$ 86,915,601.46","32654"
"Guararapes","Região Administrativa de Araçatuba","2014","Médio","B+","B+","B+","B","B+","C","B","B+","R$ 68,993,917.55","R$ 69,944,894.70","31270"
"Guararapes","Região Administrativa de Araçatuba","2016","Médio","B","B","B","B","B+","C","B","B","R$ 78,768,421.76","R$ 80,605,743.82","31570"
"Guararapes","Região Administrativa de Araçatuba","2015","Médio","B","B+","B","B","B+","C","C+","B","R$ 72,856,407.72","R$ 74,814,840.67","31445"
"Guararema","Região Metropolitana de São Paulo","2015","Médio","B+","B+","B+","B","B","C","B","B+","R$ 143,829,810.28","R$ 150,058,879.02","27621"
"Guararema","Região Metropolitana de São Paulo","2014","Médio","A","B+","A","B+","C+","C","B","B+","R$ 164,500,876.80","R$ 162,220,207.08","27248"
